"Boss","Zone","Tier","TierName","Difficulty","CustomClimax","DesignSummary","IntendedBuild","TargetClearTime","Level","HP_1PC","HP_2PC","HP_3PlusPC","PopCostHuntMarks","BaseInfamy","BaseGil","BaseCruor","ATT_Add","DEF_Add","MATT_Add","ACC_Add","EVA_Add","MACC_Add","MEVA_Add","WeaponDMG_Add","DoubleAttackPct_Add","HastePct_Add","AllElementMEVA_Add","FirstSignatureSec","RepeatIntervalSec","PressureStartsSec","PressureStepSec","RepeatTitle","RepeatType","RepeatTell","RepeatCounter","RepeatWindowSec","RepeatFailDamagePctMaxHP","RepeatFailStatus","RepeatStatusDurationSec","RepeatFailMessage","RepeatSuccessMessage","RepeatSuccessReward","Phase70Title","Phase70Type","Phase70Tell","Phase70Counter","Phase70WindowSec","Phase70FailDamagePctMaxHP","Phase70FailStatus","Phase70StatusDurationSec","Phase70FailMessage","Phase70SuccessMessage","Phase70SuccessReward","Phase30Title","Phase30Type","Phase30Tell","Phase30Counter","Phase30WindowSec","Phase30FailDamagePctMaxHP","Phase30FailStatus","Phase30StatusDurationSec","Phase30FailMessage","Phase30SuccessMessage","Phase30SuccessReward","FailEscalationPerStack","PressurePerStack","OwnerRule","ProcRules","RewardRules","SourceKey"
"Avalerion","Abyssea - Misareaux","2","Scars","Intermediate","No","Standard Scars encounter: repeating signature, same test at 70%, reversed test at 30%.","Relic plus one Atma slot","7-10 min solo","130","8000000","12400000","16800000","350","40","500000","1500","8000","1200","3200","900","1100","900","400","350","25","15","75","20","44","360","25","Avalanche Wing","far","Avalanche Wing - the wings drive a pressure front; retreat 12 yalms!","Move at least 12 yalms from the boss.","5","25","AMNESIA","8","The pressure buries you.","The front breaks short.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Avalanche Wing","far","At 70%: Avalanche Wing - the wings drive a pressure front; retreat 12 yalms!","Move at least 12 yalms from the boss.","5","25","AMNESIA","8","The pressure buries you.","The front breaks short.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Avalanche Wing - Reversal 1","near","Final test at 30%: Avalanche Wing - Reversal 1 - the outer ring closes; move within 6 yalms!","Move within 6 yalms of the boss.","4","30","AMNESIA","8","The pressure buries you.","The front breaks short.","14s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","ATT +1000; MATT +400","ATT +350; MATT +110; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","avalerion"
"Karkatakam","Abyssea - Misareaux","2","Scars","Intermediate","No","Standard Scars encounter: repeating signature, same test at 70%, reversed test at 30%.","Relic plus one Atma slot","7-10 min solo","130","8000000","12400000","16800000","350","40","500000","1500","8000","1200","3200","900","1100","900","400","350","25","15","75","20","44","360","25","Carapace Vice","burst","Carapace Vice - the shell closes; deal 4% HP to jam it!","Deal 4% of maximum HP before the check: 320,000 solo / 496,000 with 2 PCs / 672,000 with 3+ PCs.","5","25","POISON","8","The shell seals its weakness.","The carapace remains open.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Carapace Vice","burst","At 70%: Carapace Vice - the shell closes; deal 4% HP to jam it!","Deal 4% of maximum HP before the check: 320,000 solo / 496,000 with 2 PCs / 672,000 with 3+ PCs.","5","25","POISON","8","The shell seals its weakness.","The carapace remains open.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Carapace Vice - Reversal 1","far","Final test at 30%: Carapace Vice - Reversal 1 - the broken ward erupts outward; retreat beyond 13 yalms!","Move at least 13 yalms from the boss.","4","30","POISON","8","The shell seals its weakness.","The carapace remains open.","14s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","ATT +1000; MATT +400","ATT +350; MATT +110; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","karkatakam"
"Nonno","Abyssea - Misareaux","2","Scars","Intermediate","No","Standard Scars encounter: repeating signature, same test at 70%, reversed test at 30%.","Relic plus one Atma slot","7-10 min solo","130","8000000","12400000","16800000","350","40","500000","1500","8000","1200","3200","900","1100","900","400","350","25","15","75","20","44","360","25","False Slumber","hold","False Slumber - it feigns sleep and waits to counter; pause!","Stop all owner damage: disengage/turn, do not weapon skill, and let the window expire.","5","25","PARALYSIS","8","The waking counter catches you.","The feint expires.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","False Slumber","hold","At 70%: False Slumber - it feigns sleep and waits to counter; pause!","Stop all owner damage: disengage/turn, do not weapon skill, and let the window expire.","5","25","PARALYSIS","8","The waking counter catches you.","The feint expires.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","False Slumber - Reversal 1","burst","Final test at 30%: False Slumber - Reversal 1 - the restraint breaks; deal 4% HP before it reforms!","Deal 4% of maximum HP before the check: 320,000 solo / 496,000 with 2 PCs / 672,000 with 3+ PCs.","4","30","PARALYSIS","8","The waking counter catches you.","The feint expires.","14s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","ATT +1000; MATT +400","ATT +350; MATT +110; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","nonno"
"Tuskertrap","Abyssea - Misareaux","2","Scars","Intermediate","No","Standard Scars encounter: repeating signature, same test at 70%, reversed test at 30%.","Relic plus one Atma slot","7-10 min solo","130","8000000","12400000","16800000","350","40","500000","1500","8000","1200","3200","900","1100","900","400","350","25","15","75","20","44","360","25","Tusker Snare","move","Tusker Snare - the trap roots beneath you; move 9 yalms!","Move at least 9 yalms from the position where the tell began.","5","25","BLINDNESS","8","The tusks lock around you.","The snare closes empty.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Tusker Snare","move","At 70%: Tusker Snare - the trap roots beneath you; move 9 yalms!","Move at least 9 yalms from the position where the tell began.","5","25","BLINDNESS","8","The tusks lock around you.","The snare closes empty.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Tusker Snare - Reversal 1","rear","Final test at 30%: Tusker Snare - Reversal 1 - the marked path turns forward; reach the rear!","Move behind the boss (default safe rear arc is approximately 48 degrees).","4","30","BLINDNESS","8","The tusks lock around you.","The snare closes empty.","14s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","ATT +1000; MATT +400","ATT +350; MATT +110; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","tuskertrap"
"Npfundlwa","Abyssea - Misareaux","2","Scars","Intermediate","No","Standard Scars encounter: repeating signature, same test at 70%, reversed test at 30%.","Relic plus one Atma slot","7-10 min solo","130","8000000","12400000","16800000","350","40","500000","1500","8000","1200","3200","900","1100","900","400","350","25","15","75","20","44","360","25","Hareline Feint","face","Hareline Feint - it darts for your blind side; keep facing it!","Face the boss when the check resolves.","5","25","SLOW","8","The feint tears through your flank.","You catch the feint.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Hareline Feint","face","At 70%: Hareline Feint - it darts for your blind side; keep facing it!","Face the boss when the check resolves.","5","25","SLOW","8","The feint tears through your flank.","You catch the feint.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Hareline Feint - Reversal 1","hold","Final test at 30%: Hareline Feint - Reversal 1 - the pattern mirrors aggression; cease attacks!","Stop all owner damage: disengage/turn, do not weapon skill, and let the window expire.","4","30","SLOW","8","The feint tears through your flank.","You catch the feint.","14s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","ATT +1000; MATT +400","ATT +350; MATT +110; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","npfundlwa"
"Amhuluk","Abyssea - Misareaux","2","Scars","Intermediate","Yes","Flagship encounter: repeats its signature, repeats it at 70%, then changes to a bespoke climax at 30%.","Relic plus one Atma slot","7-10 min solo","130","8000000","12400000","16800000","350","40","500000","1500","8000","1200","3200","900","1100","900","400","350","25","15","75","20","44","360","25","Calamitous Wind","near","Calamitous Wind - the wind expands outward; close within 6 yalms!","Move within 6 yalms of the boss.","5","25","SILENCE","8","The gale strips your momentum.","You stand inside the pressure edge.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Calamitous Wind","near","At 70%: Calamitous Wind - the wind expands outward; close within 6 yalms!","Move within 6 yalms of the boss.","5","25","SILENCE","8","The gale strips your momentum.","You stand inside the pressure edge.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Vermillion Chain","move","Final test at 30%: Vermillion Chain - a second wind marks your ground; move 11 yalms!","Move at least 11 yalms from the position where the tell began.","4","30","TERROR","5","Two winds collide on you.","The repeated gust misses.","14s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","ATT +1000; MATT +400","ATT +350; MATT +110; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","amhuluk"
"Cirein-croin","Abyssea - Misareaux","2","Scars","Intermediate","Yes","Flagship encounter: repeats its signature, repeats it at 70%, then changes to a bespoke climax at 30%.","Relic plus one Atma slot","7-10 min solo","130","8000000","12400000","16800000","350","40","500000","1500","8000","1200","3200","900","1100","900","400","350","25","15","75","20","44","360","25","Mayhem Lantern","burst","Mayhem Lantern - the lantern swells; deal 4% HP to dim it!","Deal 4% of maximum HP before the check: 320,000 solo / 496,000 with 2 PCs / 672,000 with 3+ PCs.","5","25","TERROR","5","Mayhem floods your senses.","The lantern dims and exposes the body.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Mayhem Lantern","burst","At 70%: Mayhem Lantern - the lantern swells; deal 4% HP to dim it!","Deal 4% of maximum HP before the check: 320,000 solo / 496,000 with 2 PCs / 672,000 with 3+ PCs.","5","25","TERROR","5","Mayhem floods your senses.","The lantern dims and exposes the body.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Lantern Shock","turn","Final test at 30%: Lantern Shock - the lantern strobes; turn away!","Turn away; the owner must not be facing the boss when the check resolves.","4","30","PARALYSIS","8","Shock and confusion seize you.","The strobe passes harmlessly.","14s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","ATT +1000; MATT +400","ATT +350; MATT +110; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","cireincroin"
"Sobek","Abyssea - Misareaux","2","Scars","Intermediate","Yes","Flagship encounter: repeats its signature, repeats it at 70%, then changes to a bespoke climax at 30%.","Relic plus one Atma slot","7-10 min solo","130","8000000","12400000","16800000","350","40","500000","1500","8000","1200","3200","900","1100","900","400","350","25","15","75","20","44","360","25","Tyrant Tusk","highhp","Tyrant Tusk - the tusk executes the wounded; recover above 60% HP!","Heal the fight owner to at least 60% HP.","5","25","CURSE_I","8","The tusk finds you weakened.","Your vitality blunts the execution.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Tyrant Tusk","highhp","At 70%: Tyrant Tusk - the tusk executes the wounded; recover above 60% HP!","Heal the fight owner to at least 60% HP.","5","25","CURSE_I","8","The tusk finds you weakened.","Your vitality blunts the execution.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Awful Eye","turn","Final test at 30%: Awful Eye - the eye opens; turn away from petrification!","Turn away; the owner must not be facing the boss when the check resolves.","4","30","PETRIFICATION","6","The eye petrifies you.","The gaze misses and Sobek loses hate.","14s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","ATT +1000; MATT +400","ATT +350; MATT +110; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","sobek"
"Ironclad Pulverizer","Abyssea - Misareaux","2","Scars","Intermediate","Yes","Flagship encounter: repeats its signature, repeats it at 70%, then changes to a bespoke climax at 30%.","Relic plus one Atma slot","7-10 min solo","130","8000000","12400000","16800000","350","40","500000","1500","8000","1200","3200","900","1100","900","400","350","25","15","75","20","44","360","25","Pulverizing Lock","move","Pulverizing Lock - the cannon fixes your coordinates; move 10 yalms!","Move at least 10 yalms from the position where the tell began.","5","25","AMNESIA","8","The cannon crushes your guard.","The shot pulverizes empty ground.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Pulverizing Lock","move","At 70%: Pulverizing Lock - the cannon fixes your coordinates; move 10 yalms!","Move at least 10 yalms from the position where the tell began.","5","25","AMNESIA","8","The cannon crushes your guard.","The shot pulverizes empty ground.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Ironclad Overheat","hold","Final test at 30%: Ironclad Overheat - its armor glows white; cease attacks!","Stop all owner damage: disengage/turn, do not weapon skill, and let the window expire.","4","30","PLAGUE","8","Your attack detonates the plates.","The heat vents through cracked plates.","14s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","ATT +1000; MATT +400","ATT +350; MATT +110; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","ironcladpulverizer"
"Khalkotaur","Abyssea - Vunkerl","2","Scars","Intermediate","No","Standard Scars encounter: repeating signature, same test at 70%, reversed test at 30%.","Relic plus one Atma slot","7-10 min solo","130","8000000","12400000","16800000","350","40","500000","1500","8000","1200","3200","900","1100","900","400","350","25","15","75","20","44","360","25","Bull-Head Feint","rear","Bull-Head Feint - the horns commit forward; reach the rear!","Move behind the boss (default safe rear arc is approximately 48 degrees).","5","25","PARALYSIS","8","The horns catch you.","The bull crashes past.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Bull-Head Feint","rear","At 70%: Bull-Head Feint - the horns commit forward; reach the rear!","Move behind the boss (default safe rear arc is approximately 48 degrees).","5","25","PARALYSIS","8","The horns catch you.","The bull crashes past.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Bull-Head Feint - Reversal 1","far","Final test at 30%: Bull-Head Feint - Reversal 1 - the rear erupts; retreat beyond 13 yalms!","Move at least 13 yalms from the boss.","4","30","PARALYSIS","8","The horns catch you.","The bull crashes past.","14s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","ATT +1000; MATT +400","ATT +350; MATT +110; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","khalkotaur"
"Quasimodo","Abyssea - Vunkerl","2","Scars","Intermediate","No","Standard Scars encounter: repeating signature, same test at 70%, reversed test at 30%.","Relic plus one Atma slot","7-10 min solo","130","8000000","12400000","16800000","350","40","500000","1500","8000","1200","3200","900","1100","900","400","350","25","15","75","20","44","360","25","Crooked Toll","face","Crooked Toll - the bell demands your gaze; face it!","Face the boss when the check resolves.","5","25","BLINDNESS","8","The toll bends your senses.","The crooked rhythm breaks.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Crooked Toll","face","At 70%: Crooked Toll - the bell demands your gaze; face it!","Face the boss when the check resolves.","5","25","BLINDNESS","8","The toll bends your senses.","The crooked rhythm breaks.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Crooked Toll - Reversal 1","hold","Final test at 30%: Crooked Toll - Reversal 1 - the pattern mirrors aggression; cease attacks!","Stop all owner damage: disengage/turn, do not weapon skill, and let the window expire.","4","30","BLINDNESS","8","The toll bends your senses.","The crooked rhythm breaks.","14s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","ATT +1000; MATT +400","ATT +350; MATT +110; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","quasimodo"
"Iku-Turso","Abyssea - Vunkerl","2","Scars","Intermediate","No","Standard Scars encounter: repeating signature, same test at 70%, reversed test at 30%.","Relic plus one Atma slot","7-10 min solo","130","8000000","12400000","16800000","350","40","500000","1500","8000","1200","3200","900","1100","900","400","350","25","15","75","20","44","360","25","Turso Undertow","far","Turso Undertow - an undertow gathers; retreat 13 yalms!","Move at least 13 yalms from the boss.","5","25","SLOW","8","The undertow drags at your life.","The current falls short.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Turso Undertow","far","At 70%: Turso Undertow - an undertow gathers; retreat 13 yalms!","Move at least 13 yalms from the boss.","5","25","SLOW","8","The undertow drags at your life.","The current falls short.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Turso Undertow - Reversal 1","near","Final test at 30%: Turso Undertow - Reversal 1 - the outer ring closes; move within 6 yalms!","Move within 6 yalms of the boss.","4","30","SLOW","8","The undertow drags at your life.","The current falls short.","14s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","ATT +1000; MATT +400","ATT +350; MATT +110; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","ikuturso"
"Kadraeth the Hatespawn","Abyssea - Vunkerl","2","Scars","Intermediate","No","Standard Scars encounter: repeating signature, same test at 70%, reversed test at 30%.","Relic plus one Atma slot","7-10 min solo","130","8000000","12400000","16800000","350","40","500000","1500","8000","1200","3200","900","1100","900","400","350","25","15","75","20","44","360","25","Hate Mirror","hold","Hate Mirror - it mirrors hostility; cease attacks!","Stop all owner damage: disengage/turn, do not weapon skill, and let the window expire.","5","25","SILENCE","8","Your hostility returns amplified.","The mirror clouds over.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Hate Mirror","hold","At 70%: Hate Mirror - it mirrors hostility; cease attacks!","Stop all owner damage: disengage/turn, do not weapon skill, and let the window expire.","5","25","SILENCE","8","Your hostility returns amplified.","The mirror clouds over.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Hate Mirror - Reversal 1","burst","Final test at 30%: Hate Mirror - Reversal 1 - the restraint breaks; deal 4% HP before it reforms!","Deal 4% of maximum HP before the check: 320,000 solo / 496,000 with 2 PCs / 672,000 with 3+ PCs.","4","30","SILENCE","8","Your hostility returns amplified.","The mirror clouds over.","14s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","ATT +1000; MATT +400","ATT +350; MATT +110; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","kadraeththehatespawn"
"Dvalinn","Abyssea - Vunkerl","2","Scars","Intermediate","No","Standard Scars encounter: repeating signature, same test at 70%, reversed test at 30%.","Relic plus one Atma slot","7-10 min solo","130","8000000","12400000","16800000","350","40","500000","1500","8000","1200","3200","900","1100","900","400","350","25","15","75","20","44","360","25","Dvergr Measure","weaponskill","Dvergr Measure - the rune demands a decisive weapon skill!","The fight owner must use any weapon skill during the window.","5","25","PLAGUE","8","The rune completes its curse.","The measured rune fractures.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Dvergr Measure","weaponskill","At 70%: Dvergr Measure - the rune demands a decisive weapon skill!","The fight owner must use any weapon skill during the window.","5","25","PLAGUE","8","The rune completes its curse.","The measured rune fractures.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Dvergr Measure - Reversal 1","far","Final test at 30%: Dvergr Measure - Reversal 1 - the answer detonates outward; retreat beyond 13 yalms!","Move at least 13 yalms from the boss.","4","30","PLAGUE","8","The rune completes its curse.","The measured rune fractures.","14s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","ATT +1000; MATT +400","ATT +350; MATT +110; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","dvalinn"
"Rakshas","Abyssea - Vunkerl","2","Scars","Intermediate","No","Standard Scars encounter: repeating signature, same test at 70%, reversed test at 30%.","Relic plus one Atma slot","7-10 min solo","130","8000000","12400000","16800000","350","40","500000","1500","8000","1200","3200","900","1100","900","400","350","25","15","75","20","44","360","25","Rakshas Pounce","near","Rakshas Pounce - it coils for a distant pounce; close within 5 yalms!","Move within 5 yalms of the boss.","5","25","AMNESIA","8","The pounce mauls you.","The pounce has no room.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Rakshas Pounce","near","At 70%: Rakshas Pounce - it coils for a distant pounce; close within 5 yalms!","Move within 5 yalms of the boss.","5","25","AMNESIA","8","The pounce mauls you.","The pounce has no room.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Rakshas Pounce - Reversal 1","move","Final test at 30%: Rakshas Pounce - Reversal 1 - the safe center shifts; move at least 9 yalms!","Move at least 9 yalms from the position where the tell began.","4","30","AMNESIA","8","The pounce mauls you.","The pounce has no room.","14s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","ATT +1000; MATT +400","ATT +350; MATT +110; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","rakshas"
"Seps","Abyssea - Vunkerl","2","Scars","Intermediate","No","Standard Scars encounter: repeating signature, same test at 70%, reversed test at 30%.","Relic plus one Atma slot","7-10 min solo","130","8000000","12400000","16800000","350","40","500000","1500","8000","1200","3200","900","1100","900","400","350","25","15","75","20","44","360","25","Venom Line","move","Venom Line - venom traces your position; move 9 yalms!","Move at least 9 yalms from the position where the tell began.","5","25","POISON","8","The venom line bursts beneath you.","The venom erupts behind you.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Venom Line","move","At 70%: Venom Line - venom traces your position; move 9 yalms!","Move at least 9 yalms from the position where the tell began.","5","25","POISON","8","The venom line bursts beneath you.","The venom erupts behind you.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Venom Line - Reversal 1","rear","Final test at 30%: Venom Line - Reversal 1 - the marked path turns forward; reach the rear!","Move behind the boss (default safe rear arc is approximately 48 degrees).","4","30","POISON","8","The venom line bursts beneath you.","The venom erupts behind you.","14s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","ATT +1000; MATT +400","ATT +350; MATT +110; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","seps"
"Xan","Abyssea - Vunkerl","2","Scars","Intermediate","No","Standard Scars encounter: repeating signature, same test at 70%, reversed test at 30%.","Relic plus one Atma slot","7-10 min solo","130","8000000","12400000","16800000","350","40","500000","1500","8000","1200","3200","900","1100","900","400","350","25","15","75","20","44","360","25","Vanishing Point","turn","Vanishing Point - its outline flashes; turn away!","Turn away; the owner must not be facing the boss when the check resolves.","5","25","PARALYSIS","8","The flash steals your bearing.","The false point fades.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Vanishing Point","turn","At 70%: Vanishing Point - its outline flashes; turn away!","Turn away; the owner must not be facing the boss when the check resolves.","5","25","PARALYSIS","8","The flash steals your bearing.","The false point fades.","10s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","Vanishing Point - Reversal 1","move","Final test at 30%: Vanishing Point - Reversal 1 - the pattern reverses; move at least 9 yalms!","Move at least 9 yalms from the position where the tell began.","4","30","PARALYSIS","8","The flash steals your bearing.","The false point fades.","14s vulnerability: DEF -400, EVA -150, MDEF -50; also removes one escalation stack.","ATT +1000; MATT +400","ATT +350; MATT +110; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","xan"
